Complete Genetic Evolution Log
COUNT, GHOST_PROXIMITY_THRESHOLD, HOSTILE_GHOSTS_THRESHOLD, CHASE_THRESHOLD, MIN_DISTANCE, MIN_CLOSE_GHOSTS, GHOSTS_MAX_DISTANCE, AWARENESS_THRESHOLD
GENERATION: 0 Individuals:
   27,   69,   3,  76,  69,   3,   9,  94,  16065.333,   38860,    5150
   28,   56,   4,  77,  75,   3,  69, 136,  15977.333,   32750,    5850
   29,   52,   3,  84,  75,   4,   9, 116,  15964.333,   45950,    3250
   30,    2,   0,  54,  76,   0,  70, 140,  15767.000,   28430,    3360
   31,   77,   1,  91,   5,   4,   0,  44,  15760.667,   34700,    5140
   32,   41,   2,  12,  43,   4,  20, 180,  15719.000,   27030,    4960
   33,   20,   0,  20,  21,   2,   5,  51,  15702.000,   33990,    4900
   34,   71,   0,  67,  37,   2,  33, 168,  15594.667,   25190,    2980
   35,   61,   2,   9,  29,   2,  85,  71,  15515.000,   34190,    3740
   36,   68,   1,  45,  63,   2,  78,  50,  15496.000,   37320,    3990
   37,   68,   3,  64,  73,   4,  58, 101,  15445.667,   38170,    5400
   38,   52,   3,  84,  53,   4,   9, 116,  15430.667,   35170,    2790
   39,   61,   2,   9,  29,   0,  98, 135,  15407.333,   29830,    2970
   40,   66,   4,  80,  44,   2,  59, 135,  15391.333,   40320,    4320
   41,   27,   3,  63,  28,   3,  39,  45,  15369.333,   39940,    3580
   42,    0,   4,  48,  80,   2,  58,  83,  15337.333,   34720,    4140
   43,   84,   0,  41,  39,   2,  20, 180,  15258.667,   24130,    4790
   44,    5,   1,  31,  24,   1,  90,  82,  14919.667,   45690,    3790
   45,    0,   0,  67,  37,   2,  33, 168,  14834.333,   27480,    3580
   46,   32,   1,  80,  62,   0,  33, 125,  14782.000,   25470,    5910
   47,   84,   4,  40,  69,   3,  24,  41,  14769.333,   35590,    3730
   48,    9,   4,  77,  51,   2,  22, 121,  14648.333,   36020,    2070
   49,   34,   3,  10,   3,   1,  13, 177,  14570.333,   32200,    3780
   50,   18,   1,  10,   3,   1,  13, 174,  14520.000,   25980,    3000
   51,   56,   4,  56,  75,   3,  69, 136,  14511.333,   30150,    4930
   52,   53,   4,  62,   0,   0,  58, 134,  14503.000,   33820,    5520
   53,   68,   3,  64,  73,   3,  68, 101,  14437.000,   37610,    4630
   54,   64,   0,  54,  76,   0,  70, 178,  14401.667,   32700,    3870
   55,    3,   0,  30,  25,   4,  58,  55,  14340.333,   24110,    4050
   56,   45,   0,  23,  67,   1,  23,  24,  14254.667,   20710,    4350
   57,   41,   2,  12,  43,   4,  72, 125,  14169.000,   28100,    2820
   58,   50,   1,  78,  72,   3,  99, 125,  14115.333,   34560,    5060
   59,   52,   0,  23,  35,   2,  70, 101,  14110.667,   28170,    3670
   60,   10,   2,  50,  23,   0,  98, 135,  14037.000,   32210,    4500
   61,   32,   1,  80,  62,   4,  29, 108,  13982.333,   39480,    5980
   62,   92,   2,  29,  62,   1,  90,  82,  13936.000,   25770,    3180
   63,   64,   0,  54,  76,   0,  70, 140,  13899.333,   27780,    3580
   64,    2,   0,  75,  30,   0,  70, 140,  13893.000,   24140,    3160
   65,   36,   3,  93,  23,   0,  57, 104,  13790.333,   31110,    2260
   66,   53,   4,  40,  82,   4,  82, 145,  13773.000,   32050,    1790
   67,   34,   1,  35,   7,   3,  71,  85,  13629.000,   29330,    4360
   68,   77,   1,  91,   5,   4,   0,  44,  13515.000,   30520,    4170
   69,   61,   2,  25,  75,   4,  48,  66,  13486.667,   29710,    4340
   70,   68,   1,  40,  69,   2,  96, 126,  13467.000,   25490,    5780
   71,    5,   1,  31,  62,   1,  90,  82,  13444.000,   25810,    2310
   72,   68,   1,  76,  69,   2,  78,  50,  13365.333,   21580,    3880
   73,   95,   0,  89,  11,   3,  71,  39,  13344.000,   26140,    3110
   74,   84,   0,  41,  43,   4,  72, 125,  13250.333,   23770,    4250
   75,   66,   4,  80,  44,   4,   0,  44,  13118.000,   34470,    4730
   76,    4,   1,  94,  96,   2,  96, 165,  13056.667,   29250,    3040
   77,   94,   3,  63,  31,   3,  60,  49,  12965.000,   26420,    3390
   78,   20,   0,  47,  77,   2,  91,  51,  12954.333,   23720,    2750
   79,    0,   2,   0,  39,   1,  28,  91,  12911.333,   31350,    2350
   80,   39,   0,  50,  47,   1,  53, 156,  12888.333,   27090,    2460
   81,   92,   2,  29,  24,   1,  79, 120,  12882.667,   28770,    3000
   82,   18,   1,  18,   3,   1,  13, 177,  12881.333,   26000,    3440
   83,   88,   4,  27,  81,   4,  22,  30,  12857.000,   23950,    4950
   84,    3,   2,  40,  82,   4,  82, 145,  12771.000,   24320,    3330
   85,   68,   1,  76,  69,   3,   9,  94,  12486.667,   27130,    4390
   86,   10,   2,  50,  23,   2,  85,  71,  12395.333,   30420,    1720
   87,    0,   4,  48,  37,   2,  58,  83,  12372.000,   34610,    3420
   88,   89,   4,  47,  77,   2,  91,  66,  12349.000,   28410,    3870
   89,   36,   3,  93,  23,   0,  57, 125,  12346.333,   25300,    3990
   90,   45,   0,  23,  35,   2,  70, 101,  12287.667,   26730,    3300
   91,   68,   0,  30,  25,   3,  68, 101,  12056.333,   24630,    3100
   92,   50,   1,  78,  72,   0,  57, 104,  12035.333,   26310,    3050
   93,    0,   2,   0,  96,   2,  96, 165,  10928.333,   28410,    2350
   94,   95,   0,  89,  11,   0,   5,  39,  10634.667,   26380,    2940
   95,    3,   2,  40,   0,   0,  82, 145,  10343.333,   28580,    1510
   96,   39,   0,  33,  97,   2,   3, 158,  10187.333,   17220,    3740
   97,   20,   0,  20,  77,   2,   5,  51,   9514.667,   17200,    4180
   98,   94,   2,   9,  26,   2,  93,   4,    909.000,    2220,     610
   99,   94,   2,   9,  31,   3,  60,   4,    880.667,    1540,     630

GENERATION: 2 Individuals:
    0,   19,   2,  63,  82,   0,  24, 189,  20858.666,   49990,    3130
    1,   19,   2,  78,  67,   0,  35, 125,  20742.000,   38360,    6440
    2,   18,   1,  32,  80,   4,  48, 125,  20719.666,   36380,    3290
    3,   19,   2,  63,  82,   0,  24, 184,  20420.334,   49340,    4680
    4,   19,   1,  63,  82,   0,   6, 189,  20048.000,   49310,    6110
    5,   32,   1,  80,  65,   0,  33, 125,  19735.334,   39270,    5090
    6,   32,   4,  40,  69,   3,  24, 120,  19493.334,   34720,    6440
    7,   34,   3,  77,  51,   2,  22, 121,  19469.334,   47330,    4830
    8,   52,   2,   9,  29,   0,   9, 116,  19431.000,   44640,    7860
    9,   27,   4,  63,  60,   3,  39,  45,  19119.334,   42440,    4890
   10,    4,   1,  32,  80,   1,  28,  91,  19092.334,   39320,    5290
   11,   15,   4,  34,  93,   2,  24, 189,  19072.000,   48230,    3230
   12,   26,   2,  27,  81,   4,  30, 194,  18751.334,   32480,    5860
   13,   21,   1,  50,  97,   1,  53, 161,  18581.666,   36500,    6340
   14,   18,   1,  27,  81,   4,  30, 199,  18371.000,   35730,    7090
   15,    4,   1,  32,  80,   4,  48, 125,  18258.334,   29410,    5580
   16,   22,   3,  86,  53,   1,  43, 198,  18034.000,   46970,    2960
   17,   26,   2,  65,  50,   3,  22,  30,  18031.000,   35260,    6360
   18,   15,   4,  77,  51,   2,  26, 121,  17822.666,   46420,    4940
   19,   77,   1,  91,   5,   4,   0,  44,  17755.334,   33710,    4890
   20,   19,   1,  63,  82,   0,   6, 178,  17618.334,   41060,    3690
   21,   38,   2,  78,  82,   0,  24, 184,  17603.000,   34450,    4690
   22,   27,   3,  63,  28,   2,  21,  99,  17499.000,   50290,    4480
   23,   69,   3,  76,  69,   3,   9,  94,  17422.334,   28050,    6300
   24,   22,   3,  70,  75,   4,   9, 116,  17292.666,   46220,    4590
   25,   21,   2,  50,  97,   2,  53, 161,  17217.666,   49810,    3990
   26,   19,   1,  63,  82,   0,  24, 189,  17198.666,   38220,    4250
   27,   38,   2,  78,  67,   0,  35, 125,  17196.334,   60180,    6160
   28,   22,   3,  70,  53,   1,  43, 198,  17196.000,   35070,    5410
   29,    9,   4,  77,  51,   2,  26, 121,  17034.334,   44390,    5800
   30,   84,   4,  18,  71,   3,  24,  41,  16973.334,   46410,    3990
   31,   21,   1,  50,  97,   2,   3, 156,  16970.334,   32020,    3820
   32,   41,   2,  12,  43,   4,  20, 180,  16847.000,   30220,    4610
   33,   27,   4,  37,  60,   3,  39,  45,  16745.000,   39270,    4030
   34,   84,   1,  40,  69,   2,  96,  41,  16510.334,   31200,    3620
   35,   18,   1,  32,  80,   2,  56, 125,  16439.334,   32960,    5440
   36,   27,   3,  63,  28,   2,  56, 125,  16438.000,   40970,    3390
   37,    4,   1,  94,  39,   1,  28,  91,  16285.333,   52070,    4880
   38,   18,   1,  32,  80,   4,  30, 199,  16284.333,   45730,    4070
   39,   38,   1,  37,  60,   3,  39,  45,  16208.000,   43350,    5730
   40,    0,   4,  48,  80,   2,  58,  83,  16121.000,   35730,    5720
   41,   52,   3,  84,  75,   0,   9, 121,  16088.333,   35550,    2450
   42,   45,   2,  40,  69,   2,  23,  24,  16013.333,   37240,    4180
   43,   68,   1,  45,  63,   2,  78,  50,  16013.333,   27640,    5050
   44,   52,   3,  70,  75,   4,   9, 116,  15843.667,   26340,    5940
   45,   67,   3,  76,  69,   3,  60,  49,  15723.333,   25230,    5700
   46,    9,   4,  34,  93,   2,  24, 189,  15651.667,   33620,    2030
   47,   45,   2,  53,  67,   1,  23,  24,  15567.667,   26110,    5730
   48,   66,   4,  80,  44,   2,  59, 135,  15562.667,   32790,    6480
   49,   58,   2,   9,  29,   4,   9, 116,  15557.000,   39370,    5420
   50,   61,   2,   9,  29,   2,  85,  71,  15467.667,   40000,    3780
   51,   71,   0,  67,  37,   2,  33, 168,  15358.000,   25510,    3370
   52,   45,   2,  40,  69,   1,  23,  24,  15267.333,   28070,    5430
   53,   18,   1,  20,  21,   3,  24,  41,  15223.333,   42040,    3370
   54,    9,   4,  77,  51,   2,  22, 121,  15211.667,   30340,    4840
   55,   27,   3,  63,  28,   2,  21,  99,  15207.667,   30990,    3900
   56,   34,   3,  10,   3,   1,  13, 177,  15207.667,   28360,    3030
   57,    5,   0,  67,  37,   1,  90,  82,  15152.000,   26980,    3660
   58,   56,   3,  84,  75,   3,  69, 136,  15139.333,   27370,    5250
   59,   21,   2,  50,  47,   1,  53, 161,  15072.000,   28810,    1730
   60,   27,   1,  37,  60,   3,  39,  45,  14947.333,   34280,    4820
   61,   84,   0,  41,  39,   2,  20, 180,  14947.000,   27780,    5650
   62,   32,   0,  78,  62,   0,  33, 120,  14916.000,   25400,    3420
   63,   68,   3,  64,  73,   4,  58, 101,  14868.667,   31480,    5310
   64,   26,   2,  65,  50,   4,  30,  30,  14841.667,   24290,    4600
   65,   27,   3,  63,  28,   3,  39,  45,  14802.667,   31920,    5630
   66,    5,   0,  67,  37,   2,  33, 168,  14761.667,   25010,    2620
   67,   52,   3,  84,  53,   4,   9, 116,  14557.333,   30550,    5530
   68,   84,   4,  40,  69,   3,  24,  41,  14485.667,   28980,    3880
   69,   18,   1,  18,  71,   3,  77, 174,  14482.000,   36590,    4330
   70,   56,   4,  77,  75,   3,  69, 136,  14400.333,   33950,    5350
   71,   68,   1,  45,  63,   2,  58, 101,  14354.333,   42870,    3070
   72,   88,   4,  27,  81,   4,  30, 199,  14237.000,   27720,    3680
   73,   15,   1,  32,  75,   0,  56, 125,  14236.667,   38660,    6530
   74,   61,   2,  67,  37,   2,  33, 168,  14185.000,   32380,    4100
   75,   58,   2,   9,  29,   0,  98, 135,  14164.667,   41190,    4140
   76,    0,   0,  67,  37,   2,  33, 168,  13963.667,   28580,    5830
   77,    0,   4,  48,  39,   2,  20,  83,  13939.667,   35600,    2950
   78,   20,   0,  20,  21,   2,   5,  51,  13771.000,   22830,    3760
   79,    2,   0,  91,   5,   0,  70, 140,  13741.000,   29210,    3510
   80,   32,   1,  35,   9,   0,   5,  39,  13602.667,   21810,    4900
   81,   32,   0,  40,  69,   3,  33, 120,  13587.333,   25830,    3510
   82,   84,   0,  41,  39,   2,  20, 180,  13535.000,   23000,    3330
   83,    5,   1,  31,  24,   1,  90,  82,  13529.000,   35620,    4850
   84,   20,   0,  12,  43,   4,  20, 180,  13476.000,   28130,    3250
   85,   27,   3,  63,  28,   3,  39, 135,  13447.333,   26560,    5070
   86,    2,   0,  54,  76,   0,  70, 140,  13156.667,   26470,    3780
   87,    9,   3,  10,   3,   1,  22, 121,  13092.333,   23940,    1710
   88,   77,   1,  91,   5,   0,  70, 140,  12989.667,   28470,    4380
   89,   95,   2,  35,   9,   0,   5,  39,  12970.333,   28490,    5320
   90,   18,   1,  20,  21,   0,  77, 174,  12782.333,   28080,    1890
   91,   26,   2,  27,  50,   3,  22,  30,  12639.000,   24770,    4420
   92,   41,   0,  20,  21,   2,   5, 180,  12494.667,   22160,    3570
   93,   56,   3,  84,  75,   0,  69, 136,  12392.667,   26820,    3060
   94,   95,   2,  35,   9,   0,  33,  39,  12382.333,   32470,    4080
   95,   67,   3,  63,  31,   3,   9,  94,  12300.333,   24400,    4310
   96,   68,   1,  45,  73,   4,  78,  50,  12180.667,   22780,    3860
   97,   27,   3,  80,  44,   2,  59, 135,  12167.333,   30150,    4460
   98,   71,   0,  67,  29,   2,  85, 168,  11836.000,   20040,    2710
   99,   67,   3,  63,  31,   3,  60,  49,  11293.000,   27630,    4080

GENERATION: 3 Individuals:
    0,   27,   3,  76,  67,   2,  21,  99,  23564.000,   66110,    6960
    1,   19,   2,  63,  82,   0,  35, 189,  23360.000,   52070,    7730
    2,   19,   2,  63,  82,   0,  24, 189,  22700.000,   51260,    5380
    3,   52,   2,  11,  31,   0,   9, 116,  21644.000,   51530,    5800
    4,   19,   3,  78,  65,   0,  24, 189,  21063.000,   44810,    6190
    5,   19,   2,  63,  82,   0,  24, 184,  20785.666,   39650,    6230
    6,   18,   1,  63,  82,   0,  24, 125,  20681.334,   35830,    5790
    7,    4,   1,  32,  80,   0,  48, 125,  20550.000,   40630,    6940
    8,   27,   3,  63,  67,   3,  21,  99,  20515.000,   42970,    7580
    9,    4,   4,  34,  93,   2,  28,  91,  20500.000,   48570,    4230
   10,   38,   2,  78,  82,   0,   6, 178,  20450.334,   43480,    4280
   11,   34,   3,  77,  51,   2,  22, 120,  20386.000,   48170,    6690
   12,    4,   1,  32,  80,   1,  28,  91,  20285.334,   38630,    7920
   13,   18,   1,  32,  80,   4,  30, 199,  20258.666,   63580,    4510
   14,   19,   3,  78,  65,   0,  35, 120,  20118.666,   40110,    4340
   15,   19,   1,  78,  67,   0,  35, 125,  20034.666,   47160,    6340
   16,   18,   1,  32,  80,   4,  30, 199,  19968.000,   36980,    4760
   17,   34,   3,  77,  51,   2,  22, 121,  19932.334,   43130,    4900
   18,    9,   4,  34,  67,   1,  24, 189,  19912.000,   36010,    5640
   19,    4,   1,  32,  80,   0,  30, 199,  19660.666,   56870,    2920
   20,   22,   3,  77,  53,   1,  26, 198,  19639.000,   53470,    4150
   21,    9,   4,  77,  53,   1,  26, 116,  19575.666,   43580,    3900
   22,   52,   3,  84,  75,   0,   9, 121,  19225.000,   49310,    5490
   23,   32,   1,  80,  65,   0,  33, 125,  19178.000,   39720,    5720
   24,   22,   1,  65,  53,   1,  43, 198,  19022.666,   38290,    5860
   25,   19,   1,  65,  82,   0,  24, 189,  18877.334,   37190,    5910
   26,   27,   3,  63,  28,   2,  21,  99,  18754.334,   57810,    4860
   27,   19,   1,  63,  82,   0,   6, 178,  18749.000,   31630,    4580
   28,    4,   1,  32,  80,   2,  22,  91,  18675.000,   33180,    5740
   29,   18,   1,  32,  80,   4,  39,  45,  18576.334,   39080,    5800
   30,   26,   2,  25,  81,   4,  30, 194,  18573.334,   38180,    6150
   31,    9,   4,  34,  93,   2,  24, 189,  18547.666,   51900,    5580
   32,    9,   4,  53,  67,   2,  24, 189,  18507.334,   33920,    5590
   33,   18,   1,  32,  80,   3,  39, 199,  18396.666,   36910,    4720
   34,   38,   2,  65,  82,   0,  24, 189,  18297.666,   33980,    4300
   35,   22,   1,  80,  82,   0,   6, 189,  18187.666,   30980,    3840
   36,   38,   1,  37,  60,   3,  39,  45,  18038.666,   39610,    6080
   37,   38,   2,  78,  67,   0,  35, 125,  17867.000,   45710,    4580
   38,   63,   3,  76,  67,   3,   9,  94,  17731.334,   38620,    5550
   39,   19,   2,  32,  80,   4,  48, 125,  17638.334,   32570,    6760
   40,   58,   2,   9,  29,   4,   9, 116,  17546.334,   30200,    4710
   41,   32,   1,  80,  82,   0,   6, 189,  17269.000,   34240,    3850
   42,    4,   1,  94,  39,   1,  28,  91,  17240.334,   36470,    5590
   43,   38,   2,  78,  82,   0,  24, 184,  17224.334,   31110,    7040
   44,   19,   1,  63,  82,   0,   6, 178,  17112.666,   31890,    3650
   45,   23,   1,  65,  52,   3,  22,  30,  17082.334,   43990,    5310
   46,   84,   4,  18,  71,   3,  24,  41,  16759.666,   43620,    3530
   47,   77,   1,  77,  51,   3,  26, 121,  16685.334,   28290,    7810
   48,   21,   1,  50,  97,   1,  53, 161,  16669.666,   39810,    2460
   49,   41,   2,  12,  43,   4,  20, 180,  16648.334,   29670,    5730
   50,   66,   4,  80,  44,   2,  59, 135,  16601.334,   38230,    2000
   51,   22,   3,  70,  53,   1,  43, 198,  16533.334,   32450,    6220
   52,   22,   3,  72,  75,   4,   9, 116,  16478.000,   39050,    4780
   53,   15,   4,  34,  93,   2,  22, 189,  16474.666,   44800,    3200
   54,   27,   1,  94,  28,   2,  56, 125,  16381.667,   30870,    4470
