Complete Genetic Evolution Log
COUNT, GHOST_PROXIMITY_THRESHOLD, HOSTILE_GHOSTS_THRESHOLD, CHASE_THRESHOLD, MIN_DISTANCE, MIN_CLOSE_GHOSTS, GHOSTS_MAX_DISTANCE, AWARENESS_THRESHOLD, Fitness, Best Score, Worst Score 
GENERATION: 0
  3,   28,   3,  82,  67,   1,  24, 104,  17655.334,   30760,    5180
  4,   28,   3,  59,  65,   1,  26, 104,  20982.000,   36470,    7990
  5,   41,   3,  34,  65,   2,  28, 130,  21241.000,   48910,    5550
  6,   28,   3,  34,  65,   1,  26, 104,  24530.334,   53500,    5440
  7,   41,   3,  34,  65,   1,  26, 104,  21971.000,   55280,    3400
  8,   30,   3,  67,  65,   0,  27, 104,  23903.666,   53600,    3850
  9,   41,   4,  69,  65,   2,  22, 115,  19423.666,   34020,    4950
 10,   41,   4,  69,  65,   2,  22, 104,  21985.334,   46440,    5840
 11,   41,   4,  69,  65,   2,  22, 115,  21840.000,   39850,    6900
 12,   22,   2,  67,  65,   2,  24, 104,  21082.666,   39730,    4020
 13,   25,   3,  67,  65,   0,  24, 104,  18919.000,   42980,    3110
 14,   22,   2,  67,  65,   0,  24, 104,  20725.666,   37660,    6330
 15,   22,   2,  67,  65,   0,  24, 104,  21361.334,   56170,    6150
 16,   25,   1,  84,  73,   0,  25, 104,  20099.666,   36940,    7830
 17,   41,   3,  63,  63,   0,  28, 109,  21542.334,   42050,    7120
 18,   25,   1,  63,  63,   0,  28, 104,  17058.334,   43010,    4170
 19,   41,   3,  63,  73,   0,  25, 104,  22641.334,   47200,    8440
 20,   28,   3,  78,  67,   0,  26, 109,  21251.000,   43790,    2440
 21,   44,   3,  69,  65,   0,  26, 184,  24741.666,   50910,    9730
 22,   28,   3,  69,  65,   0,  26, 109,  21165.334,   46980,    6070
 23,   28,   3,  78,  67,   0,  26, 109,  22028.334,   45450,    5660
 24,   41,   2,  69,  63,   0,  24, 109,  17842.000,   38870,    7360
 25,   25,   3,  65,  73,   1,  26, 120,  18556.666,   38180,    3760
 26,   41,   2,  69,  73,   1,  26, 109,  20589.666,   41260,    6070
 27,   25,   3,  69,  63,   0,  24, 109,  19746.334,   46650,    1900
 28,   41,   3,  63,  63,   0,  22, 104,  22748.666,   56990,    7290
 29,   41,   3,  65,  71,   0,  23, 104,  21835.666,   58230,    6300
 30,   41,   3,  65,  71,   0,  23, 104,  21124.000,   39440,    6260
 31,   41,   3,  63,  63,   0,  22, 104,  19759.000,   45030,    2220
 32,   19,   2,  67,  69,   1,  26, 104,  22702.666,   44190,    4000
 33,   25,   2,  67,  67,   2,  26, 104,  21437.000,   44780,    4770
 34,   19,   2,  67,  67,   2,  26, 104,  29745.334,   80190,    9430
 35,   19,   2,  67,  69,   2,  26, 104,  25267.000,   51610,    6940
 36,   44,   3,  65,  65,   0,  26, 109,  21400.666,   57180,    5740
 37,   28,   2,  72,  69,   2,  26, 104,  19194.000,   34640,    3440
 38,   44,   2,  72,  69,   2,  26, 109,  18050.000,   28680,    5440
 39,   44,   2,  72,  65,   0,  26, 109,  20036.334,   40280,    5540
 40,   25,   2,  82,  73,   1,  20, 104,  21851.334,   47770,    9870
 41,   30,   3,  78,  67,   0,  26, 104,  23691.334,   53470,    5620
 42,   25,   2,  82,  67,   0,  26, 104,  22305.334,   39240,    7280
 43,   25,   2,  78,  67,   0,  20, 104,  19172.666,   41330,    2380
 44,   41,   4,  67,  71,   2,  22, 104,  20528.334,   33780,    7960
 45,   38,   4,  69,  67,   2,  22, 179,  20395.000,   56910,    3890
 46,   41,   4,  69,  67,   2,  22, 104,  23875.666,   59630,    6030
 47,   41,   4,  69,  67,   2,  22, 104,  21852.334,   47670,    4710
 48,   22,   2,  63,  65,   0,  24, 109,  22670.000,   48470,    6190
 49,   28,   3,  80,  65,   1,  27, 109,  25160.000,   61160,    6840
 50,   22,   2,  63,  65,   1,  24, 109,  19962.334,   40450,    6240
 51,   22,   2,  80,  65,   0,  24, 109,  24423.334,   51400,    8390
 52,   35,   3,  67,  63,   2,  20, 120,  21857.666,   39260,    7910
 53,   28,   3,  67,  61,   2,  24,  99,  23059.334,   54480,    6890
 54,   35,   3,  67,  63,   2,  24,  99,  21325.000,   41400,    6280
 55,   28,   3,  67,  61,   2,  24, 120,  22368.000,   48150,    4320
 56,   22,   2,  69,  63,   0,  26, 104,  19886.000,   42790,    6340
 57,   25,   2,  61,  65,   0,  25, 104,  21302.000,   50040,    5640
 58,   22,   2,  61,  63,   0,  26, 104,  22216.666,   46350,    5860
 59,   22,   2,  69,  65,   0,  25, 104,  22850.666,   53570,    4830
 60,   28,   1,  82,  73,   0,  21, 109,  15334.000,   27990,    4190
 61,   25,   2,  36,  65,   3,  26, 130,  24084.666,   57880,    3530
 62,   25,   2,  36,  65,   0,  21, 109,  24632.000,   59810,    6590
 63,   28,   1,  82,  73,   3,  26, 130,  17376.334,   35000,    5970
 64,   28,   2,  80,  65,   2,  28, 130,  21787.334,   35360,    7890
 65,   35,   3,  61,  69,   2,  22, 120,  23177.334,   53130,    9440
 66,   28,   2,  61,  69,   2,  28, 130,  21718.666,   37100,    5380
 67,   28,   2,  61,  69,   2,  28, 130,  19613.000,   45740,    7190
 68,   28,   3,  61,  75,   2,  24, 130,  22098.000,   45690,    7320
 69,   44,   3,  61,  71,   2,  24, 104,  20216.000,   32680,    6260
 70,   28,   3,  61,  71,   2,  24, 130,  22937.000,   54490,    7110
 71,   28,   3,  61,  75,   2,  24, 104,  21399.000,   37200,    2200
 72,   28,   3,  80,  69,   0,  27, 109,  23253.334,   45740,    5790
 73,   28,   2,  65,  67,   1,  28, 130,  19681.334,   44260,    5860
 74,   28,   3,  80,  69,   1,  28, 130,  20292.666,   57730,    6420
 75,   28,   2,  65,  67,   1,  28, 130,  22558.666,   45690,    8670
 76,   22,   1,  67,  65,   2,  23, 120,  18598.000,   30060,    5940
 77,   41,   3,  34,  73,   0,  21, 130,  22008.334,   44100,    5960
 78,   22,   3,  34,  73,   0,  23, 120,  20511.666,   38450,    7580
 79,   22,   1,  67,  73,   0,  21, 130,  16927.000,   44750,    4860
 80,   25,   2,  67,  65,   2,  26,  99,  20672.334,   37550,    4920
 81,   31,   3,  80,  67,   0,  26, 104,  21397.334,   45050,    6190
 82,   25,   2,  80,  67,   0,  26,  99,  23229.000,   37600,    7870
 83,   31,   3,  67,  65,   2,  26,  99,  20875.000,   34900,    6270
 84,   28,   3,  80,  67,   0,  27, 109,  22311.666,   35910,    5140
 85,   22,   2,  61,  65,   2,  20, 104,  19938.000,   45680,    6550
 86,   28,   2,  61,  65,   0,  27, 109,  18878.000,   43330,    6300
 87,   28,   3,  80,  65,   2,  20, 109,  23288.666,   46170,    5960
 88,   22,   2,  70,  65,   0,  21, 109,  24000.334,   51900,    9320
 89,   44,   3,  61,  63,   1,  24,  99,  19908.666,   34590,    5860
 90,   22,   3,  61,  63,   1,  24,  99,  22701.666,   44050,    5540
 91,   22,   2,  70,  65,   1,  24,  99,  22837.666,   50880,    5290
 92,   31,   4,  61,  63,   2,  20, 120,  17229.334,   45060,    3570
 93,   28,   2,  76,  67,   0,  31, 104,  20799.334,   52080,    4780
 94,   31,   4,  76,  67,   0,  20, 120,  18886.666,   47510,    3200
 95,   28,   2,  61,  63,   2,  20, 120,  21048.000,   36170,    6790
 96,   22,   2,  70,  65,   0,  27, 109,  20484.666,   49430,    3150
 97,   28,   2,  80,  65,   1,  29, 189,  21039.000,   44880,    8100
 98,   22,   2,  70,  65,   1,  29, 189,  25966.000,   43120,   14940
 99,   22,   2,  80,  65,   0,  27, 109,  22905.000,   56910,    2950
GENERATION: 29 Statistics:
Avg. fitness: 21378.465
Worst fitness: 15334.0 Worst_Best: 27990.0 Worst_Worst: 4190.0
Best fitness: 29745.334 Best_Best: 80190.0 Best_Worst: 9430.0

  0,   22,   2,  67,  67,   2,  28, 104,  23594.666,   51770,    2500
  1,   22,   2,  70,  65,   1,  29, 189,  22227.666,   51290,    4610
  2,   22,   2,  70,  65,   1,  29, 104,  20017.000,   32030,    6860
  3,   22,   2,  67,  67,   1,  29, 104,  21113.666,   46080,    6260
  4,   19,   1,  67,  69,   2,  28, 104,  23656.334,   53760,    3970
  5,   28,   3,  80,  65,   1,  27, 109,  24217.666,   59990,    7110
  6,   19,   1,  67,  69,   1,  27, 109,  19151.334,   50170,    5470
  7,   28,   3,  80,  65,   2,  28, 104,  20244.000,   62690,    5130
  8,   44,   3,  69,  65,   0,  26, 184,  18824.334,   31550,    5110
  9,   28,   1,  36,  65,   0,  21, 114,  17581.666,   41650,    6720
 10,   28,   1,  36,  65,   0,  26, 184,  19405.334,   33760,    6630
 11,   44,   3,  69,  65,   0,  26, 184,  21464.000,   47860,    6030
 12,   28,   3,  34,  65,   1,  26, 104,  20619.000,   57970,    3120
 13,   22,   2,  82,  65,   0,  24, 109,  21066.334,   39250,    6420
 14,   28,   3,  34,  65,   0,  24, 109,  21449.000,   33870,    5570
 15,   28,   3,  34,  65,   0,  24, 109,  19476.000,   48910,    3540
 16,   28,   3,  82,  65,   1,  28, 104,  21380.000,   45590,    5250
 17,   25,   2,  36,  65,   4,  24, 130,  16223.000,   35810,    3610
 18,   25,   2,  36,  65,   1,  28, 104,  21491.666,   56610,    5180
 19,   28,   3,  36,  65,   4,  28, 104,  16257.667,   31680,    5680
 20,   22,   2,  70,  65,   0,  21, 109,  22394.666,   42010,    4700
 21,   30,   3,  65,  65,   0,  27, 104,  22473.000,   35280,    3880
 22,   30,   3,  65,  65,   0,  27, 109,  21541.000,   44300,    6060
 23,   22,   2,  70,  65,   0,  21, 109,  22504.334,   45440,    7170
 24,   47,   4,  69,  65,   2,  22, 104,  22442.000,   45020,    7590
 25,   30,   3,  78,  67,   0,  26, 104,  20547.000,   47270,    5570
 26,   47,   3,  78,  67,   0,  26, 104,  19721.000,   33300,    5180
 27,   30,   3,  78,  67,   0,  26, 104,  22951.000,   55910,    6790
 28,   28,   3,  80,  65,   2,  20, 109,  19544.666,   35790,    3900
 29,   28,   3,  80,  71,   0,  27, 109,  28525.334,   73700,   11120
 30,   28,   3,  80,  71,   0,  20, 109,  21266.666,   51700,    3510
 31,   28,   3,  80,  71,   0,  27, 109,  19733.000,   49240,    5580
 32,   25,   2,  80,  67,   0,  26,  99,  22571.666,   39680,    5520
 33,   35,   3,  61,  69,   2,  22, 120,  20287.666,   41060,    6170
 34,   25,   2,  80,  69,   2,  22,  99,  24269.000,   62250,    7740
 35,   25,   2,  80,  69,   2,  26,  99,  22704.334,   49350,    6500
 36,   28,   3,  67,  61,   2,  24,  99,  19861.000,   35060,    5130
 37,   28,   3,  61,  71,   2,  24, 130,  20675.334,   55640,    2500
 38,   28,   3,  61,  71,   2,  24,  99,  19957.000,   43720,    3440
 39,   28,   3,  61,  71,   2,  24, 130,  22942.000,   38990,    6550
 40,   22,   2,  80,  65,   0,  27, 109,  18842.666,   37000,    3390
 41,   22,   2,  69,  65,   0,  23, 104,  20451.000,   36730,    7020
 42,   22,   2,  80,  65,   0,  23, 109,  21357.000,   49540,    6270
 43,   22,   2,  69,  65,   0,  27, 109,  23429.334,   42500,    7270
 44,   22,   2,  70,  65,   1,  24,  99,  18481.666,   30320,    6390
 45,   41,   3,  63,  61,   0,  20, 104,  22689.334,   34610,   12730
 46,   41,   3,  70,  65,   1,  24,  99,  20248.000,   44600,    6730
 47,   22,   2,  70,  65,   0,  20,  99,  19307.000,   50240,    3410
 48,   19,   1,  67,  69,   1,  26, 104,  18489.000,   29700,    7920
 49,   22,   3,  61,  63,   1,  24,  99,  24300.000,   58150,    4990
 50,   19,   1,  67,  69,   1,  24,  99,  20920.000,   40480,    3960
 51,   19,   1,  67,  69,   1,  24,  99,  19705.666,   40460,    3540
 52,   22,   2,  63,  65,   0,  24, 109,  20423.334,   43670,    7080
 53,   41,   3,  63,  73,   0,  25, 104,  19836.334,   41700,    4040
 54,   41,   3,  63,  65,   0,  24, 109,  21175.334,   48690,    8590
 55,   22,   3,  63,  73,   0,  24, 109,  20593.334,   42110,    3390
 56,   28,   2,  65,  67,   1,  28, 125,  20502.334,   50160,    2060
 57,   28,   3,  67,  63,   3,  24, 120,  19542.000,   50670,    5350
 58,   28,   3,  67,  63,   1,  28, 125,  21952.000,   42680,    1710
 59,   28,   3,  65,  67,   1,  28, 125,  24003.334,   62190,    7040
 60,   28,   3,  80,  67,   0,  27, 109,  23745.666,   51310,    5640
 61,   25,   2,  82,  67,   0,  26, 104,  19535.000,   49820,    5440
 62,   28,   3,  80,  67,   0,  26, 109,  26144.666,   68050,    3880
 63,   25,   2,  82,  67,   0,  27, 109,  22597.666,   48540,    6910
 64,   22,   2,  61,  63,   0,  26, 104,  19527.000,   42310,    4510
 65,   28,   3,  61,  75,   2,  26, 130,  19829.000,   41390,    2620
 66,   22,   3,  61,  75,   2,  26, 130,  19962.334,   65370,    4810
 67,   28,   3,  61,  75,   2,  26, 104,  20691.666,   64140,    4710
 68,   28,   3,  78,  67,   0,  26, 109,  22629.334,   53710,    5360
 69,   41,   3,  36,  75,   0,  21, 130,  21664.666,   45680,    6450
 70,   41,   3,  36,  75,   0,  26, 109,  23141.334,   50660,    3500
 71,   28,   3,  78,  67,   0,  21, 130,  20686.000,   40220,    4580
 72,   41,   4,  69,  65,   2,  22, 104,  20143.334,   33210,    2390
 73,   41,   3,  36,  65,   1,  26, 104,  19308.334,   33670,    4600
 74,   41,   3,  36,  65,   1,  26, 104,  23241.000,   46420,    5780
 75,   41,   3,  36,  65,   1,  22, 104,  20818.334,   42560,    5490
 76,   35,   3,  67,  63,   2,  20, 120,  21715.666,   41150,    6240
 77,   38,   4,  69,  67,   2,  22, 109,  19992.000,   41040,    5170
 78,   38,   4,  69,  63,   2,  20, 120,  20525.000,   51900,    3700
 79,   38,   4,  69,  67,   2,  20, 120,  19888.000,   49940,    4890
 80,   25,   2,  82,  73,   1,  20, 104,  22158.000,   37820,    9580
 81,   41,   4,  67,  65,   2,  22, 110,  23544.334,   43550,    7030
 82,   25,   4,  67,  65,   2,  20, 104,  20152.666,   42040,    6140
 83,   25,   4,  67,  65,   2,  20, 104,  18033.000,   36890,    5140
 84,   41,   3,  65,  69,   0,  23, 104,  21835.000,   36580,    3960
 85,   28,   2,  80,  65,   2,  28, 130,  19959.666,   51510,    7960
 86,   41,   3,  65,  65,   2,  28, 130,  21751.666,   53530,    5140
 87,   41,   3,  80,  65,   0,  23, 104,  21044.000,   48490,    6560
 88,   28,   2,  61,  69,   1,  26, 130,  20698.000,   44930,    5140
 89,   41,   3,  63,  63,   0,  28, 109,  19625.666,   45770,    6150
 90,   28,   2,  61,  63,   0,  26, 130,  18869.666,   37160,    6430
 91,   28,   2,  61,  69,   0,  28, 109,  22699.000,   52840,    6690
 92,   25,   2,  67,  67,   2,  26, 104,  20811.334,   73110,    6270
 93,   47,   3,  65,  65,   0,  26, 109,  21721.334,   50010,    9380
 94,   47,   3,  65,  65,   0,  26, 109,  17736.334,   45870,    5170
 95,   25,   3,  65,  65,   0,  26, 104,  19784.666,   40530,    4480
 96,   28,   3,  59,  75,   2,  24, 104,  19235.334,   42690,    4250
 97,   34,   3,  78,  67,   0,  26, 109,  23164.666,   56570,    6540
 98,   28,   3,  78,  67,   0,  26, 109,  18537.334,   38760,    4340
 99,   28,   3,  59,  75,   0,  26, 109,  21290.666,   39700,    4370
GENERATION: 30 Statistics:
Avg. fitness: 21010.592
Worst fitness: 16223.0 Worst_Best: 35810.0 Worst_Worst: 3610.0
Best fitness: 28525.334 Best_Best: 73700.0 Best_Worst: 11120.0

  0,   28,   3,  80,  71,   0,  27, 109,  20193.334,   50420,    3380
  1,   28,   3,  80,  67,   0,  26, 109,  20063.666,   55340,    5780
  2,   28,   3,  80,  67,   0,  26, 109,  20385.666,   36470,    5820
  3,   28,   3,  80,  71,   0,  26, 109,  18399.666,   32270,    5350
  4,   22,   4,  61,  63,   1,  24,  99,  19627.334,   47700,    4980
  5,   25,   2,  80,  67,   2,  22,  99,  25587.000,   52560,    7190
  6,   22,   4,  61,  63,   2,  22,  99,  20225.334,   40740,    9840
  7,   22,   4,  61,  67,   2,  24,  99,  15732.000,   30860,    5430
  8,   28,   3,  80,  65,   1,  27, 109,  22668.000,   40150,    4270
  9,   28,   3,  65,  65,   1,  28, 130,  23295.666,   43300,    4300
 10,   28,   3,  80,  65,   1,  28, 109,  20896.000,   46110,    4560
 11,   28,   3,  65,  65,   1,  28, 130,  22309.334,   40070,    6290
 12,   31,   3,  80,  67,   1,  27, 114,  18984.666,   38360,    4450
 13,   19,   0,  69,  69,   2,  28, 104,  14941.000,   24590,    5890
 14,   19,   0,  80,  67,   1,  27, 114,  14498.333,   26500,    3530
 15,   31,   3,  80,  67,   1,  28, 104,  21628.334,   42310,    6440
 16,   22,   2,  67,  67,   2,  26, 104,  22051.334,   54120,    7160
 17,   41,   4,  67,  65,   1,  22, 110,  23909.334,   54520,    5870
 18,   41,   4,  67,  67,   2,  26, 104,  21391.000,   55160,    7100
 19,   22,   4,  67,  65,   1,  22, 110,  20187.334,   58870,    2800
 20,   22,   2,  69,  65,   0,  27, 109,  18956.666,   43470,    4340
 21,   41,   3,  36,  65,   1,  26,  99,  21770.666,   43460,    5960
 22,   22,   2,  36,  65,   1,  27, 109,  21776.666,   44680,    5870
 23,   41,   3,  36,  65,   0,  27, 109,  21797.666,   60500,    4380
 24,   34,   3,  78,  67,   0,  26, 109,  24109.666,   47050,    6000
 25,   41,   3,  36,  75,   0,  26, 109,  17231.334,   37580,    5700
 26,   34,   3,  36,  67,   0,  26, 109,  22218.000,   38980,    5720
 27,   41,   3,  78,  67,   0,  26, 109,  25908.000,   53630,   13830
 28,   30,   3,  78,  67,   0,  26, 104,  20495.334,   42820,    3230
 29,   28,   3,  61,  71,   2,  24, 130,  23479.666,   52410,    4700
 30,   30,   3,  61,  71,   2,  24, 130,  22013.334,   55410,    5280
 31,   30,   3,  78,  71,   2,  24, 104,  20899.334,   41400,    8150
 32,   25,   2,  80,  69,   2,  26,  94,  19383.666,   46870,    2100
 33,   28,   2,  61,  69,   0,  28, 109,  23781.334,   48480,    6610
 34,   28,   2,  61,  69,   2,  26,  94,  20224.666,   47300,    6780
 35,   25,   2,  61,  69,   0,  28,  94,  23397.334,   56460,    7050
 36,   41,   3,  61,  61,   1,  18, 104,  22844.334,   41380,    8660
 37,   28,   3,  78,  67,   0,  26, 109,  19334.000,   42730,    3930
 38,   41,   3,  61,  67,   0,  18, 104,  20571.666,   35120,    5860
 39,   28,   3,  78,  67,   0,  26, 109,  21355.334,   41230,    4640
 40,   25,   2,  82,  67,   0,  27, 109,  21209.334,   41710,    7520
 41,   25,   2,  80,  67,   2,  26,  99,  21697.000,   39140,    4390
 42,   25,   2,  80,  67,   2,  27, 109,  20527.334,   35850,    6220
 43,   25,   2,  82,  67,   2,  26, 109,  20232.000,   36840,    5790
 44,   19,   2,  68,  65,   0,  23, 109,  22396.334,   37280,    5910
 45,   30,   3,  65,  65,   0,  27, 104,  22504.666,   45280,    6480
 46,   19,   3,  65,  65,   0,  23, 109,  16788.000,   31890,    2970
 47,   30,   3,  65,  65,   0,  23, 109,  22211.666,   37650,    6360
 48,   47,   4,  69,  65,   2,  22, 104,  23628.666,   51050,    7750
 49,   22,   2,  70,  65,   0,  21, 109,  23506.000,   58990,    7630
 50,   47,   4,  70,  65,   0,  21, 109,  21716.334,   48900,    8480
 51,   47,   4,  70,  65,   2,  22, 104,  21655.000,   50750,    6440
 52,   22,   2,  70,  65,   1,  29, 189,  21640.666,   45830,    4370
 53,   25,   2,  82,  73,   1,  20, 104,  19140.666,   38370,    2530
 54,   22,   2,  70,  65,   1,  20, 189,  20322.666,   39240,    6100
 55,   22,   2,  82,  73,   1,  29, 189,  24118.000,   49730,    7780
 56,   28,   3,  67,  63,   1,  28, 125,  19516.000,   29080,    5940
 57,   41,   3,  65,  69,   0,  27, 109,  22861.666,   49680,    6920
 58,   41,   3,  65,  69,   1,  28, 125,  18824.000,   41870,    6430
 59,   28,   3,  65,  69,   0,  28, 125,  20433.000,   45520,    7040
 60,   38,   2,  65,  63,   2,  28, 130,  19828.000,   40520,    5380
 61,   47,   3,  65,  65,   0,  26, 109,  21218.000,   35950,    6040
 62,   38,   2,  65,  65,   0,  28, 130,  18859.666,   36840,    2830
 63,   38,   3,  65,  63,   2,  28, 130,  22402.666,   47630,    4820
 64,   35,   3,  67,  63,   2,  20, 120,  20492.000,   37340,    7040
 65,   41,   3,  38,  75,   0,  21, 135,  20180.334,   36490,    4630
 66,   35,   3,  38,  63,   2,  20, 120,  25434.334,   44490,    6280
 67,   35,   3,  38,  63,   2,  20, 120,  18220.666,   29950,    6150
 68,   30,   3,  65,  65,   0,  27, 109,  20576.000,   47680,    4150
 69,   25,   2,  36,  65,   1,  28, 104,  18536.334,   32000,    6600
 70,   30,   2,  36,  65,   0,  27, 109,  17761.000,   40860,    4510
 71,   30,   2,  36,  65,   1,  27, 109,  21664.666,   49190,    7620
 72,   44,   3,  69,  65,   0,  26, 184,  26501.334,   44900,    7120
 73,   28,   3,  34,  65,   0,  24, 109,  20239.666,   47390,    5270
 74,   44,   3,  34,  65,   0,  24, 109,  18945.666,   36760,    6270
 75,   44,   3,  34,  65,   0,  24, 109,  18389.666,   39270,    4420
 76,   28,   2,  82,  65,   1,  28, 104,  19949.000,   34810,    5370
 77,   22,   2,  80,  65,   0,  23, 109,  22995.334,   58730,    7850
 78,   28,   2,  82,  65,   0,  23, 109,  21388.334,   56670,    7160
 79,   28,   2,  82,  65,   0,  28, 104,  20936.000,   50050,    4510
 80,   28,   3,  59,  75,   0,  26, 109,  19530.334,   49270,    5180
 81,   28,   3,  80,  71,   0,  20, 109,  20374.666,   41760,    3080
 82,   28,   3,  80,  71,   0,  20, 109,  20510.000,   32320,    4200
 83,   28,   3,  59,  75,   0,  26, 109,  20233.334,   47770,    4570
 84,   41,   3,  63,  65,   0,  24, 109,  20145.666,   47780,    4260
 85,   22,   2,  67,  67,   1,  29, 104,  22880.334,   48240,    5950
 86,   41,   3,  63,  67,   1,  29, 104,  19813.000,   40620,    4790
 87,   22,   2,  67,  65,   0,  24, 109,  22362.334,   50440,    6860
 88,   25,   2,  80,  65,   0,  24, 109,  22004.334,   42350,    3520
 89,   41,   3,  80,  65,   0,  23, 104,  23254.334,   46560,    8660
 90,   41,   3,  80,  65,   0,  24, 109,  23056.666,   38840,    8640
 91,   25,   2,  80,  65,   0,  23, 104,  26288.666,   66180,    7020
 92,   19,   1,  67,  69,   1,  24,  99,  20292.334,   39480,    4260
 93,   41,   0,  36,  65,   1,  22, 104,  13003.000,   21590,    3310
 94,   19,   1,  67,  65,   1,  24,  99,  18971.000,   38240,    4070
 95,   41,   0,  36,  65,   1,  24,  99,  12529.333,   22050,    3230
 96,   25,   2,  67,  67,   2,  26, 104,  21759.334,   44820,    7220
 97,   28,   2,  61,  69,   1,  26, 130,  19109.334,   33110,    6510
 98,   25,   2,  67,  67,   1,  26, 104,  23204.334,   58210,    5400
 99,   25,   2,  67,  67,   1,  26, 104,  18128.000,   44950,    4080
GENERATION: 31 Statistics:
Avg. fitness: 20854.21
Worst fitness: 12529.333 Worst_Best: 22050.0 Worst_Worst: 3230.0
Best fitness: 26501.334 Best_Best: 44900.0 Best_Worst: 7120.0

  0,   44,   3,  69,  65,   0,  26, 184,  23835.666,   51780,    6850
  1,   25,   2,  80,  65,   0,  25, 109,  24782.666,   56110,    4790
  2,   44,   2,  80,  65,   0,  25, 184,  18117.666,   48910,    7100
  3,   25,   2,  69,  65,   0,  26, 184,  22496.000,   40080,    6280
  4,   41,   3,  78,  67,   0,  26, 109,  22743.000,   46470,    7810
  5,   28,   2,  78,  67,   2,  22,  99,  18248.000,   36580,    5980
  6,   41,   3,  78,  67,   2,  26, 109,  20867.000,   51500,    5170
  7,   41,   2,  78,  67,   0,  26, 109,  18229.334,   29630,    7480
  8,   35,   4,  40,  63,   2,  20, 120,  19713.000,   36130,    4730
  9,   19,   2,  82,  73,   1,  29, 184,  23816.334,   56190,    6510
 10,   35,   4,  40,  73,   1,  29, 120,  19459.000,   54440,    3210
 11,   35,   4,  82,  73,   1,  20, 120,  17516.666,   39040,    3990
 12,   34,   3,  78,  65,   0,  28, 104,  20274.334,   45380,    5310
 13,   41,   0,  67,  65,   1,  22, 105,  11739.333,   20640,    5030
 14,   41,   0,  78,  65,   0,  28, 104,  13068.667,   23010,    3420
 15,   34,   3,  67,  65,   1,  22, 104,  23312.000,   51040,    3690
 16,   28,   3,  61,  69,   1,  28, 104,  22445.000,   55310,    7120
 17,   47,   4,  69,  65,   2,  22, 104,  22793.000,   48020,    5730
 18,   28,   3,  69,  65,   2,  22, 104,  22132.334,   35190,   10360
 19,   28,   4,  69,  69,   1,  28, 104,  20795.000,   52290,    2870
 20,   22,   1,  72,  65,   0,  21, 109,  20257.334,   41070,    7510
 21,   28,   3,  61,  71,   2,  24, 130,  21853.000,   43370,    6240
 22,   28,   3,  61,  71,   2,  24, 109,  19710.334,   48260,    4100
 23,   22,   1,  61,  71,   2,  24, 130,  20452.334,   37860,    5990
 24,   22,   2,  59,  69,   0,  28,  94,  20427.000,   42690,    2750
 25,   34,   3,  65,  65,   2,  28, 130,  21734.334,   48510,    5590
 26,   22,   2,  59,  69,   0,  28, 130,  20482.334,   39280,    4970
 27,   34,   3,  59,  69,   0,  28,  94,  21389.334,   36390,    5940
 28,   41,   0,  82,  65,   0,  23, 104,  14296.667,   24090,    4110
 29,   22,   2,  67,  67,   1,  28, 104,  21806.334,   41530,    4010
 30,   41,   0,  82,  67,   1,  23, 104,  13713.667,   23800,    5430
 31,   22,   2,  67,  67,   1,  23, 104,  20769.000,   46630,    4360
 32,   44,   3,  80,  65,   1,  24, 109,  19345.666,   31400,    4200
 33,   22,   2,  80,  65,   0,  23, 109,  20878.334,   41780,    7900
 34,   44,   2,  80,  65,   1,  24, 109,  18911.334,   36560,    4060
 35,   22,   2,  80,  65,   0,  23, 109,  22208.666,   46350,    3300
 36,   22,   2,  67,  67,   1,  29, 104,  19099.666,   52960,    4310
 37,   41,   3,  65,  69,   0,  25, 109,  22207.666,   39020,    7120
 38,   22,   2,  67,  69,   0,  29, 104,  20776.666,   44300,    6020
 39,   41,   3,  65,  67,   1,  29, 104,  24609.000,   47490,    6340
 40,   41,   3,  61,  61,   1,  18, 104,  21052.000,   48410,    5960
 41,   31,   3,  80,  65,   1,  29, 104,  21974.666,   44040,    7870
 42,   41,   3,  80,  65,   1,  18, 104,  25989.000,   49000,    8120
 43,   41,   3,  80,  65,   1,  29, 104,  20385.000,   42180,    5320
 44,   30,   3,  65,  65,   0,  27, 104,  20706.000,   39370,    4960
 45,   38,   3,  65,  63,   2,  30, 130,  20132.666,   48580,    3820
 46,   30,   3,  65,  63,   2,  30, 130,  20501.000,   57560,    4980
 47,   38,   3,  65,  65,   0,  27, 104,  24542.000,   52850,    6540
 48,   19,   2,  68,  65,   0,  23, 109,  21726.666,   48340,    7420
 49,   22,   1,  67,  65,   0,  20, 109,  21173.334,   49510,    5170
 50,   19,   2,  68,  65,   0,  20, 109,  24220.000,   43290,    3610
 51,   22,   1,  67,  65,   0,  23, 109,  21112.334,   46960,    6230
 52,   28,   3,  65,  65,   1,  28, 130,  20602.334,   70720,    3980
 53,   31,   3,  36,  67,   0,  26, 109,  21030.334,   47270,    6760
 54,   31,   3,  36,  67,   0,  26, 109,  23638.334,   45990,    4390
 55,   28,   3,  36,  67,   0,  26, 130,  22266.334,   54710,    5060
 56,   30,   3,  65,  65,   0,  25, 109,  17086.666,   39430,    6240
 57,   22,   2,  67,  67,   2,  26, 109,  22001.000,   42750,    5110
