Complete Genetic Evolution Log
COUNT, GHOST_PROXIMITY_THRESHOLD, HOSTILE_GHOSTS_THRESHOLD, CHASE_THRESHOLD, MIN_DISTANCE, MIN_CLOSE_GHOSTS, GHOSTS_MAX_DISTANCE, AWARENESS_THRESHOLD, Fitness, Best Score, Worst Score 
GENERATION: 0
 20,   36,   3,  74,  69,   2,  24,  99,  25880.000,   48790,   11110
 21,   36,   3,  74,  69,   2,  24, 135,  22941.666,   57250,    6460
 22,   36,   3,  74,  69,   2,  24,  99,  23061.666,   45040,    7070
 23,   36,   3,  74,  69,   2,  24,  99,  23906.000,   49570,    6920
 24,   30,   3,  57,  71,   2,  24, 165,  22977.334,   55250,    8000
 25,   39,   3,  55,  69,   2,  24, 135,  24238.000,   69770,    4630
 26,   30,   3,  55,  69,   2,  24, 135,  20231.334,   42860,    3150
 27,   30,   3,  55,  71,   2,  24, 165,  15817.333,   33310,    2690
 28,   36,   3,  61,  67,   2,  26, 135,  21414.334,   37510,    5710
 29,   36,   3,  78,  69,   2,  24, 140,  22958.666,   45510,    5540
 30,   36,   3,  78,  69,   2,  26, 135,  23077.334,   53400,    7350
 31,   36,   3,  61,  69,   2,  26, 135,  21840.666,   53410,    5730
 32,   36,   3,  65,  65,   1,  26, 135,  20046.334,   43720,    4030
 33,   36,   3,  74,  67,   2,  26, 135,  22248.334,   46440,    8340
 34,   36,   3,  74,  67,   1,  26, 135,  21215.000,   32530,    3580
 35,   36,   3,  65,  65,   1,  26, 135,  22514.000,   56770,    6390
 36,   36,   3,  67,  71,   1,  24, 135,  25750.334,   46420,    8740
 37,   33,   3,  76,  69,   1,  24, 104,  20544.000,   34300,    7120
 38,   33,   3,  76,  69,   1,  24, 104,  22351.666,   51770,    3490
 39,   36,   3,  67,  69,   1,  24, 135,  22579.666,   37110,    4820
 40,   36,   3,  57,  71,   2,  26,  99,  20284.000,   33230,    6380
 41,   39,   3,  67,  67,   0,  26,  99,  23693.666,   52720,    7770
 42,   36,   3,  57,  71,   2,  26,  99,  23389.334,   46840,    6960
 43,   36,   3,  67,  71,   2,  26,  99,  21369.000,   39820,    1350
 44,   33,   3,  74,  67,   2,  26, 135,  24676.000,   44040,    4560
 45,   42,   3,  63,  69,   2,  24, 125,  20848.666,   35800,    6290
 46,   42,   3,  74,  67,   2,  26, 135,  20265.334,   53210,    5030
 47,   33,   3,  63,  69,   2,  26, 135,  22538.334,   48550,    4490
 48,   36,   3,  65,  65,   1,  24, 135,  25423.666,   60380,    6770
 49,   30,   3,  67,  67,   1,  26, 135,  18157.334,   33270,    7190
 50,   30,   3,  65,  65,   1,  24, 135,  21155.666,   31790,    5870
 51,   36,   3,  67,  67,   1,  26, 135,  23103.000,   46730,    3230
 52,   36,   4,  74,  69,   2,  26,  99,  20718.000,   37980,    5280
 53,   36,   3,  72,  71,   2,  24, 110,  20805.666,   38150,    5400
 54,   36,   4,  74,  69,   2,  24,  99,  24880.334,   47530,    3220
 55,   36,   4,  74,  71,   2,  24, 110,  18166.334,   39070,    5550
 56,   27,   2,  67,  71,   1,  26, 135,  20434.000,   37180,    8360
 57,   36,   4,  78,  69,   0,  24, 145,  20952.334,   51470,    6010
 58,   27,   4,  78,  69,   0,  24, 135,  20589.000,   46310,    6380
 59,   27,   4,  78,  69,   1,  26, 135,  20160.334,   61390,    3310
 60,   39,   4,  69,  67,   1,  24, 125,  25572.666,   48480,    7580
 61,   30,   3,  67,  67,   2,  22, 120,  21991.000,   45910,    5940
 62,   30,   3,  67,  67,   2,  24, 125,  20976.334,   52670,    5500
 63,   30,   3,  69,  67,   1,  24, 125,  22394.334,   59140,    2950
 64,   39,   3,  55,  67,   1,  26,  89,  20167.666,   46360,    5170
 65,   36,   2,  57,  71,   1,  28,  99,  19837.334,   40420,    4330
 66,   36,   2,  57,  71,   1,  28,  99,  17376.666,   36410,    6270
 67,   39,   3,  55,  67,   1,  28,  89,  21124.000,   46390,    5030
 68,   39,   4,  69,  67,   1,  24, 125,  20356.666,   45180,    5860
 69,   33,   3,  76,  69,   2,  24, 140,  20095.334,   29570,    5960
 70,   39,   3,  76,  67,   1,  24, 125,  22107.334,   46240,    3900
 71,   39,   3,  76,  67,   1,  24, 125,  22743.666,   57390,    6370
 72,   36,   4,  74,  69,   1,  28, 130,  24387.666,   41860,    7860
 73,   33,   2,  67,  67,   2,  26, 120,  21930.666,   49190,    5540
 74,   36,   4,  74,  69,   1,  26, 120,  21018.334,   46620,    5160
 75,   36,   4,  67,  67,   2,  28, 130,  19817.666,   45830,    4990
 76,   36,   3,  59,  69,   2,  24,  79,  21165.334,   45410,    3220
 77,   36,   3,  76,  71,   0,  24, 130,  19896.334,   34860,    7190
 78,   36,   3,  59,  69,   2,  24, 130,  24448.334,   54700,    4680
 79,   36,   3,  76,  71,   2,  24,  79,  23463.334,   40390,    5420
 80,   36,   3,  76,  67,   0,  26, 135,  20639.666,   47240,    4130
 81,   36,   3,  74,  71,   3,  28, 125,  24722.334,   47250,    9410
 82,   36,   3,  74,  67,   0,  26, 135,  21110.334,   44590,    5640
 83,   36,   3,  76,  67,   0,  26, 135,  20065.666,   36850,    5090
 84,   36,   3,  61,  65,   1,  26, 125,  22386.000,   37930,    5410
 85,   39,   4,  67,  67,   1,  26,  99,  18838.334,   40420,    3630
 86,   36,   4,  67,  65,   1,  26, 125,  21949.334,   56480,    4900
 87,   36,   4,  67,  67,   1,  26, 125,  24264.666,   62600,    6110
 88,   36,   4,  67,  69,   1,  24, 140,  22514.000,   43620,    2920
 89,   42,   3,  67,  69,   2,  24, 125,  25549.666,   63810,    7410
 90,   36,   4,  67,  69,   2,  24, 140,  21346.666,   40690,    2150
 91,   36,   4,  67,  69,   1,  24, 125,  20865.000,   50760,    4700
 92,   36,   3,  59,  65,   1,  24, 135,  21613.666,   50820,    6390
 93,   36,   3,  67,  65,   1,  30, 130,  21600.334,   39460,    7850
 94,   36,   3,  59,  65,   1,  30, 135,  22100.666,   67500,    3750
 95,   36,   3,  67,  65,   1,  24, 135,  20684.000,   46230,    4760
 96,   36,   3,  63,  69,   2,  26, 135,  23108.000,   49980,    4960
 97,   36,   4,  67,  71,   2,  26, 140,  19409.334,   32910,    4730
 98,   36,   4,  67,  71,   2,  26, 135,  16222.000,   40170,    6370
 99,   36,   4,  67,  71,   2,  26, 135,  20315.334,   39940,    6490
GENERATION: 75 Statistics:
Avg. fitness: 21570.682
Worst fitness: 11802.333 Worst_Best: 21720.0 Worst_Worst: 3780.0
Best fitness: 25880.0 Best_Best: 48790.0 Best_Worst: 11110.0

  0,   39,   3,  74,  69,   2,  24,  99,  24782.000,   52610,    7060
  1,   36,   3,  67,  71,   1,  24, 135,  22913.666,   45550,    4970
  2,   39,   3,  74,  71,   1,  24,  99,  21694.000,   43160,    7140
  3,   39,   3,  74,  69,   1,  24,  99,  22582.000,   51350,    2830
  4,   39,   4,  69,  67,   1,  24, 125,  22285.334,   44240,    5180
  5,   42,   3,  67,  69,   2,  24, 125,  21304.666,   40340,    4110
  6,   39,   4,  69,  69,   2,  24, 125,  22282.334,   46410,    4570
  7,   39,   4,  67,  69,   2,  24, 125,  19645.000,   37620,    2610
  8,   39,   3,  65,  65,   1,  26, 135,  20462.666,   40870,    6410
  9,   34,   3,  82,  69,   2,  24,  94,  22340.334,   44970,    5130
 10,   39,   3,  82,  69,   2,  24,  94,  25102.334,   41970,    3770
 11,   39,   3,  65,  65,   1,  24,  94,  24019.334,   48520,    5250
 12,   30,   3,  72,  67,   2,  26, 140,  22277.666,   48880,    3140
 13,   36,   4,  74,  69,   2,  24,  99,  20230.334,   41480,    3730
 14,   30,   3,  74,  69,   2,  26, 140,  24859.666,   54030,    9770
 15,   30,   3,  74,  69,   2,  26, 140,  23094.334,   60600,    7540
 16,   36,   3,  74,  73,   2,  28, 125,  23783.666,   54230,    7190
 17,   33,   3,  74,  67,   2,  26, 135,  17807.666,   47100,    5620
 18,   36,   3,  74,  67,   2,  26, 135,  17246.000,   37870,    5440
 19,   36,   3,  74,  67,   2,  28, 125,  23661.000,   49630,    3490
 20,   36,   3,  59,  69,   2,  24, 135,  21154.666,   53020,    6360
 21,   36,   4,  74,  67,   1,  28, 130,  21589.000,   51090,    4810
 22,   36,   4,  74,  69,   2,  24, 135,  24351.000,   40860,    5410
 23,   36,   3,  59,  69,   1,  28, 135,  22505.666,   42540,    6910
 24,   34,   3,  82,  71,   1,  22,  94,  22130.666,   43420,    8000
 25,   36,   4,  67,  67,   1,  26, 125,  21410.666,   53060,    5380
 26,   34,   4,  67,  67,   1,  26, 125,  23317.000,   64790,    6010
 27,   34,   3,  67,  67,   1,  22,  94,  22270.666,   40650,    7800
 28,   39,   3,  55,  69,   3,  24, 135,  23245.334,   51350,    5150
 29,   36,   3,  74,  69,   2,  24,  99,  22884.666,   52170,    2540
 30,   36,   3,  74,  69,   2,  24, 135,  22716.666,   56870,    7060
 31,   39,   3,  55,  69,   2,  24,  99,  22376.000,   45580,    7130
 32,   39,   3,  67,  67,   0,  26,  99,  21947.666,   56610,    4700
 33,   34,   3,  82,  69,   2,  26, 115,  24891.334,   52560,    3430
 34,   39,   3,  67,  67,   2,  26,  99,  19692.334,   32980,    8780
 35,   39,   3,  82,  69,   2,  26,  99,  19815.334,   39880,    7090
 36,   36,   3,  63,  69,   2,  24, 165,  26307.666,   52160,   14560
 37,   36,   3,  76,  71,   3,  24,  79,  21205.000,   40220,    6150
 38,   36,   3,  76,  71,   3,  24,  79,  20285.666,   38430,    5570
 39,   36,   3,  76,  71,   3,  24,  79,  20035.334,   40190,    4050
 40,   36,   3,  57,  71,   2,  26,  99,  22120.334,   54780,    6090
 41,   36,   2,  63,  69,   3,  26, 135,  18349.334,   44350,    5820
 42,   36,   3,  57,  69,   3,  26,  99,  21841.000,   49190,    4870
 43,   36,   2,  63,  69,   2,  26,  99,  17464.666,   35640,    5400
 44,   33,   3,  67,  69,   1,  26, 130,  24789.000,   61690,    9040
 45,   36,   3,  78,  71,   2,  26, 135,  20973.666,   54390,    6380
 46,   33,   3,  78,  71,   2,  26, 135,  20351.666,   45410,    4240
 47,   33,   3,  67,  69,   2,  26, 135,  23103.334,   45470,    5670
 48,   36,   3,  63,  69,   1,  24,  89,  22731.334,   56090,    4510
 49,   36,   3,  74,  69,   2,  24,  99,  22744.666,   56680,    6730
 50,   36,   3,  74,  69,   1,  24,  89,  26066.666,   53770,   11940
 51,   36,   3,  74,  69,   2,  24,  99,  21160.000,   54570,    7070
 52,   30,   3,  57,  71,   1,  24, 165,  22277.666,   57360,    5640
 53,   36,   3,  78,  69,   2,  24, 140,  20856.666,   41630,    4010
 54,   30,   3,  57,  69,   2,  24, 140,  22766.000,   37460,    5840
 55,   30,   3,  78,  69,   2,  24, 140,  20134.000,   34350,    5590
 56,   36,   3,  74,  71,   2,  24, 135,  21489.334,   53390,    7930
 57,   33,   3,  55,  71,   2,  24,  94,  25146.000,   65240,    6250
 58,   36,   3,  55,  71,   2,  24, 135,  23259.000,   46640,    4160
 59,   36,   3,  55,  71,   2,  24, 135,  17370.666,   35090,    5460
 60,   39,   3,  76,  67,   1,  24, 125,  22728.000,   47410,    7900
 61,   36,   3,  67,  69,   1,  24, 135,  24925.666,   40410,    6530
 62,   36,   3,  76,  67,   1,  24, 125,  23512.334,   54680,    7130
 63,   39,   3,  67,  69,   1,  24, 135,  21670.334,   39430,    5420
 64,   33,   3,  63,  69,   2,  26, 135,  21810.334,   50100,    5530
 65,   39,   3,  65,  65,   1,  26, 135,  22667.000,   48760,    9800
 66,   39,   3,  65,  65,   1,  26, 135,  24218.334,   50570,    4760
 67,   33,   3,  65,  69,   2,  26, 135,  21784.334,   37010,    4720
 68,   36,   4,  67,  67,   2,  24, 135,  22859.334,   50530,    3600
 69,   36,   3,  57,  71,   1,  24,  89,  18996.334,   42620,    5380
 70,   36,   4,  67,  67,   1,  24, 135,  20262.000,   40080,    5110
 71,   36,   3,  57,  67,   2,  24, 135,  22687.666,   36810,    7630
 72,   30,   3,  69,  67,   1,  24, 125,  21564.666,   64210,    3300
 73,   36,   3,  61,  65,   1,  26, 125,  24327.000,   55590,    7350
 74,   30,   3,  61,  65,   1,  26, 125,  20037.666,   40710,    8740
 75,   30,   3,  69,  67,   1,  26, 125,  20089.666,   41200,    4940
 76,   30,   3,  76,  69,   1,  24, 104,  20413.334,   44220,    6380
 77,   36,   3,  74,  67,   2,  26, 135,  19616.666,   32350,    4060
 78,   30,   3,  74,  67,   1,  24, 104,  23292.334,   47670,    9230
 79,   30,   3,  76,  67,   2,  26, 104,  25056.000,   56500,    4030
 80,   42,   3,  74,  67,   0,  24, 125,  23351.000,   53960,    6750
 81,   36,   3,  59,  65,   1,  30, 135,  20593.000,   43590,    6300
 82,   36,   3,  59,  67,   0,  24, 125,  21775.666,   52010,    6310
 83,   36,   3,  74,  67,   0,  24, 125,  17227.000,   28270,    5470
 84,   30,   4,  67,  69,   2,  22, 120,  17342.666,   42550,    4390
 85,   36,   3,  67,  65,   1,  26, 130,  21683.666,   38840,    7910
 86,   30,   4,  67,  65,   1,  22, 120,  21020.000,   52080,    4370
 87,   30,   4,  67,  69,   2,  26, 130,  19444.334,   38240,    4190
 88,   33,   2,  67,  67,   2,  28, 120,  19508.000,   40550,    7110
 89,   36,   3,  61,  69,   1,  26, 135,  27251.666,   75700,    7190
 90,   36,   3,  61,  69,   1,  28, 120,  20347.000,   43100,    3650
 91,   33,   3,  61,  69,   2,  28, 120,  21474.334,   43650,    7160
 92,   36,   3,  55,  69,   2,  24,  99,  24118.000,   45480,    7190
 93,   30,   3,  63,  69,   3,  24, 130,  19508.666,   53320,    7020
 94,   36,   3,  63,  69,   3,  24,  99,  22282.334,   40230,    9330
 95,   36,   3,  55,  69,   3,  24,  99,  17933.000,   36290,    5930
 96,   36,   3,  59,  65,   1,  24, 135,  22570.666,   59030,    8910
 97,   36,   3,  67,  65,   1,  30, 130,  20448.666,   31170,    6210
 98,   36,   3,  59,  65,   1,  30, 130,  22990.000,   39850,    4610
 99,   36,   3,  59,  65,   1,  24, 135,  22882.000,   39790,    7930
GENERATION: 76 Statistics:
Avg. fitness: 21877.72
Worst fitness: 17227.0 Worst_Best: 28270.0 Worst_Worst: 5470.0
Best fitness: 27251.666 Best_Best: 75700.0 Best_Worst: 7190.0

  0,   36,   2,  61,  69,   1,  26, 135,  21163.000,   47720,    6080
  1,   36,   3,  63,  69,   2,  22, 165,  18574.334,   32590,    5420
  2,   36,   3,  61,  69,   1,  26, 135,  23569.334,   49380,    7590
  3,   36,   2,  61,  69,   2,  22, 135,  23212.334,   53260,    5310
  4,   36,   3,  74,  69,   1,  24,  89,  21991.334,   44630,    4410
  5,   30,   3,  55,  71,   3,  24,  94,  20006.334,   41860,    4700
  6,   30,   3,  55,  71,   3,  24,  89,  22439.334,   53610,    8290
  7,   36,   3,  55,  71,   3,  24,  94,  18589.000,   36950,    6170
  8,   39,   3,  82,  69,   2,  24,  94,  23788.334,   61450,    5750
  9,   30,   3,  76,  65,   2,  26, 104,  19239.666,   55550,    4780
 10,   39,   3,  76,  65,   2,  24,  94,  24980.334,   51160,    4310
 11,   39,   3,  82,  69,   2,  26,  94,  22932.666,   43080,    6490
 12,   36,   2,  67,  69,   2,  22, 135,  21263.334,   37080,    7560
 13,   34,   2,  82,  71,   2,  28, 115,  19805.666,   45060,    4490
 14,   36,   2,  82,  71,   2,  28, 135,  17637.666,   29050,    7430
 15,   34,   2,  67,  69,   2,  22, 135,  22643.666,   64730,    7810
 16,   30,   3,  74,  69,   2,  26, 140,  23634.334,   43120,    5700
 17,   33,   3,  67,  69,   1,  24, 130,  23279.334,   57110,    8580
 18,   30,   3,  67,  69,   1,  24, 130,  21958.666,   35090,    7140
 19,   30,   3,  67,  69,   2,  26, 140,  22105.666,   47720,    5650
 20,   39,   3,  74,  69,   2,  24, 104,  23252.000,   46480,    7900
 21,   36,   4,  74,  69,   2,  24, 135,  22350.000,   42550,    8220
 22,   39,   4,  74,  69,   2,  24, 135,  19018.666,   38220,    3670
 23,   39,   3,  74,  69,   2,  24, 104,  21499.000,   44160,    6130
 24,   36,   3,  59,  65,   1,  26, 120,  22988.666,   55830,    8080
 25,   39,   3,  65,  65,   1,  26, 135,  19721.334,   44570,    5260
 26,   36,   3,  65,  65,   1,  26, 120,  24048.334,   46700,    4810
 27,   39,   3,  59,  65,   1,  26, 120,  21743.666,   36950,    4860
 28,   36,   2,  55,  69,   2,  24,  99,  21130.666,   40620,    6380
 29,   39,   3,  65,  65,   1,  24,  94,  20394.666,   34450,    4750
 30,   39,   3,  65,  65,   1,  24,  99,  20248.666,   35920,    6840
 31,   39,   3,  65,  69,   2,  24,  99,  24615.666,   59670,    6390
 32,   36,   3,  74,  73,   2,  28, 125,  23982.000,   56160,    5110
 33,   36,   3,  78,  67,   2,  28, 120,  22551.000,   43090,    7580
 34,   36,   3,  78,  67,   2,  28, 125,  21481.000,   45300,    5970
 35,   36,   3,  74,  73,   2,  28, 125,  25198.334,   50670,    7090
 36,   33,   3,  76,  67,   1,  26, 125,  21919.334,   41930,    3810
 37,   42,   2,  74,  67,   0,  24, 125,  19917.666,   40720,    3620
 38,   33,   2,  74,  67,   0,  24, 125,  20032.334,   46690,    4590
 39,   33,   3,  74,  67,   1,  26, 125,  21825.666,   50200,    6740
 40,   34,   4,  67,  67,   1,  26, 125,  15907.667,   31480,    3680
 41,   27,   3,  76,  67,   1,  24, 104,  23927.000,   48960,    7040
 42,   34,   3,  76,  67,   1,  26, 125,  21600.334,   46170,    5240
 43,   34,   4,  67,  67,   1,  24, 104,  18801.334,   54850,    3980
 44,   33,   3,  55,  71,   2,  20, 135,  21227.334,   39210,    5090
 45,   42,   3,  55,  69,   3,  24, 130,  21337.334,   40410,    8590
 46,   42,   3,  55,  71,   2,  20, 135,  21221.000,   34140,    8280
 47,   42,   3,  55,  69,   3,  24, 135,  23905.334,   45840,    6770
 48,   36,   3,  67,  71,   2,  26, 140,  19504.666,   36340,    2450
 49,   30,   3,  72,  69,   3,  26, 145,  22254.666,   47590,    7550
 50,   36,   3,  72,  69,   2,  26, 140,  24132.666,   50810,    8470
 51,   36,   3,  72,  69,   3,  26, 145,  22233.000,   46590,    5440
 52,   36,   3,  59,  65,   1,  30, 130,  20358.666,   46300,    6950
 53,   36,   3,  67,  71,   1,  24, 135,  22702.666,   35910,    6300
 54,   36,   3,  67,  71,   1,  30, 130,  19066.666,   36400,    6240
 55,   36,   3,  59,  71,   1,  24, 135,  22582.000,   49220,    5560
 56,   39,   3,  74,  71,   2,  26,  99,  24635.666,   54330,    7640
 57,   36,   3,  59,  65,   1,  26, 135,  24035.666,   65900,    6440
 58,   36,   3,  59,  65,   1,  26,  99,  22429.666,   51450,    5060
 59,   39,   3,  59,  65,   2,  26,  99,  19201.000,   36890,    2450
 60,   36,   0,  67,  67,   1,  24, 135,  12652.000,   30360,    4570
 61,   30,   3,  57,  69,   2,  24, 140,  22660.666,   52480,    3080
 62,   30,   3,  57,  69,   2,  24, 135,  25987.666,   51200,    7010
 63,   36,   3,  57,  67,   1,  24, 135,  23258.000,   46840,    8600
 64,   36,   3,  74,  69,   2,  24,  99,  22080.334,   52150,    6320
 65,   36,   3,  63,  69,   1,  24,  89,  24551.666,   59430,    2630
 66,   36,   3,  63,  69,   2,  24,  99,  23232.334,   45830,    8250
 67,   36,   3,  74,  69,   2,  24,  99,  21357.000,   43770,    6250
 68,   39,   3,  76,  67,   0,  24, 125,  22996.000,   53500,    3590
 69,   36,   3,  74,  69,   2,  24, 135,  26112.334,   57080,   12100
 70,   39,   3,  76,  69,   2,  24, 125,  23660.000,   56480,    9900
 71,   39,   3,  76,  67,   2,  24, 125,  21690.334,   37040,    5980
 72,   36,   3,  57,  69,   2,  24, 135,  23330.334,   50370,    5890
 73,   39,   3,  65,  65,   1,  26, 135,  22883.666,   33450,    3580
 74,   39,   3,  57,  69,   2,  24, 135,  20806.666,   34010,    7760
 75,   36,   3,  57,  69,   1,  26, 135,  22847.000,   60810,    2620
 76,   39,   3,  74,  69,   0,  24,  99,  24054.000,   47410,    5350
 77,   36,   3,  59,  65,   1,  24, 135,  22324.000,   42500,    6340
 78,   39,   3,  74,  65,   1,  24, 135,  23482.334,   53010,    6980
 79,   39,   3,  74,  65,   1,  24, 135,  20593.666,   33940,    7760
 80,   36,   3,  59,  69,   1,  28, 135,  21563.334,   43880,    5530
 81,   39,   3,  55,  69,   2,  24,  99,  21712.000,   40350,    7370
 82,   36,   3,  55,  69,   1,  28, 135,  24507.334,   54610,    4260
 83,   36,   3,  59,  69,   2,  28, 135,  21038.666,   65080,    4520
 84,   34,   3,  82,  67,   2,  26,  94,  22300.666,   45060,    7320
 85,   39,   4,  69,  67,   1,  24, 125,  21583.000,   57190,    6380
 86,   34,   3,  69,  67,   1,  24, 125,  21144.334,   41630,    8700
 87,   34,   3,  82,  67,   1,  24, 125,  22587.334,   64870,    3630
 88,   39,   4,  67,  71,   1,  24, 125,  18559.000,   35540,    5510
 89,   36,   4,  63,  69,   4,  24,  99,  19432.000,   48940,    3390
 90,   36,   4,  67,  71,   1,  24, 125,  20921.334,   42530,    8040
 91,   39,   4,  67,  69,   4,  24,  99,  16140.333,   31440,    5500
 92,   30,   3,  72,  67,   2,  28, 140,  18466.666,   31050,    4760
 93,   30,   3,  57,  71,   0,  24, 165,  21669.000,   48250,    4690
 94,   30,   3,  57,  71,   0,  24, 165,  20715.000,   48070,    3840
 95,   30,   3,  57,  71,   0,  24, 165,  23131.000,   50580,    4670
 96,   34,   3,  67,  67,   1,  22,  94,  22686.666,   53380,    4550
 97,   34,   4,  82,  73,   1,  22,  94,  21113.666,   61470,    6670
 98,   34,   3,  82,  73,   1,  22,  94,  21598.666,   35800,    7090
 99,   34,   3,  82,  73,   1,  22,  94,  20475.334,   47070,    4790
GENERATION: 77 Statistics:
Avg. fitness: 21737.027
Worst fitness: 12652.0 Worst_Best: 30360.0 Worst_Worst: 4570.0
Best fitness: 26112.334 Best_Best: 57080.0 Best_Worst: 12100.0

  0,   36,   3,  74,  69,   2,  26, 135,  21035.666,   37770,    6940
  1,   30,   3,  57,  69,   2,  24, 135,  23065.000,   50060,    5720
  2,   36,   3,  57,  69,   2,  24, 135,  23311.000,   60040,    6950
  3,   36,   3,  57,  69,   2,  26, 135,  25234.666,   47920,    5510
  4,   36,   3,  74,  75,   3,  26, 125,  22959.334,   36960,    9960
  5,   39,   3,  76,  65,   2,  24,  94,  22111.000,   51660,    3750
  6,   39,   3,  76,  65,   2,  24, 125,  22498.000,   43290,    6480
  7,   39,   3,  74,  75,   3,  26, 125,  21779.334,   44320,    4790
  8,   39,   3,  74,  71,   2,  26, 104,  22008.666,   45210,    7460
  9,   39,   3,  65,  69,   2,  24,  99,  20245.334,   36590,    9500
 10,   39,   3,  74,  69,   2,  26, 104,  19301.334,   34200,    5390
 11,   39,   3,  74,  69,   2,  24,  99,  19315.334,   41180,    6330
 12,   36,   2,  63,  69,   1,  24,  89,  16722.666,   27960,    6210
 13,   36,   3,  55,  69,   1,  28, 135,  22014.666,   47580,    8700
 14,   36,   3,  55,  69,   1,  28,  89,  18479.334,   34890,    5230
 15,   36,   3,  55,  69,   1,  24,  89,  21597.000,   43040,    4350
 16,   33,   3,  72,  71,   2,  28, 140,  19260.000,   37080,    5370
 17,   39,   3,  74,  69,   0,  24,  94,  19775.000,   40280,    6360
 18,   39,   3,  74,  71,   2,  28, 140,  20484.334,   41850,    3650
 19,   39,   3,  74,  69,   0,  28, 140,  23570.000,   54230,    4360
 20,   39,   3,  69,  65,   1,  26, 120,  21222.000,   51610,    8670
 21,   39,   3,  59,  65,   0,  28, 135,  21489.334,   36330,    2920
 22,   39,   3,  59,  65,   0,  28, 120,  20069.666,   43280,    3400
 23,   39,   3,  69,  65,   1,  26, 120,  22064.000,   46310,    2890
 24,   36,   3,  74,  73,   2,  28, 125,  24304.000,   59430,    5960
 25,   27,   3,  76,  67,   0,  24, 104,  22389.334,   63040,    6250
 26,   36,   3,  76,  67,   0,  24, 104,  21238.334,   53480,    4880
 27,   36,   3,  74,  67,   0,  24, 125,  22058.666,   45050,    6810
 28,   42,   3,  55,  69,   3,  26, 135,  23199.334,   48900,    6750
 29,   39,   3,  82,  67,   1,  26,  94,  21627.666,   60200,    8360
 30,   39,   3,  55,  69,   3,  26, 135,  21596.666,   37110,    5450
 31,   39,   3,  55,  69,   3,  26, 135,  18477.000,   31720,    5180
 32,   39,   3,  76,  69,   2,  24, 125,  25325.666,   46030,    8600
 33,   30,   3,  74,  69,   2,  26, 135,  24213.000,   44690,    6150
 34,   39,   3,  76,  69,   2,  24, 125,  21032.000,   43050,    7140
 35,   30,   3,  74,  69,   2,  24, 125,  19326.334,   49580,    4110
 36,   36,   3,  61,  69,   1,  26, 135,  26187.334,   45080,    7020
 37,   36,   3,  74,  63,   1,  24, 135,  21412.000,   40410,    6340
 38,   36,   3,  61,  69,   1,  24, 135,  22072.000,   46560,    5030
 39,   36,   3,  74,  63,   1,  26, 135,  21169.666,   38100,    7040
 40,   33,   2,  57,  71,   2,  24, 135,  22882.334,   44030,    8540
 41,   33,   3,  67,  69,   2,  24, 130,  22511.334,   44930,    4080
 42,   33,   2,  67,  69,   2,  24, 135,  22484.000,   49740,    8640
 43,   33,   2,  57,  71,   2,  24, 130,  21352.334,   38120,    7950
 44,   36,   3,  57,  67,   1,  24, 135,  21985.000,   65640,    7530
 45,   39,   3,  74,  69,   2,  24, 104,  21711.000,   42180,    4820
 46,   39,   3,  74,  69,   2,  24, 135,  23586.334,   52460,    7320
 47,   36,   3,  74,  67,   1,  24, 135,  23404.000,   50940,    6620
 48,   36,   3,  63,  69,   2,  24,  99,  20634.334,   38940,    7140
 49,   36,   2,  61,  69,   2,  22, 135,  21445.334,   54410,    3610
 50,   36,   3,  63,  69,   2,  24,  99,  23005.666,   55730,    6700
 51,   36,   3,  61,  69,   2,  22, 135,  23307.000,   52810,    6780
 52,   30,   3,  57,  71,   0,  24, 165,  23869.666,   42090,    7330
 53,   39,   3,  76,  67,   0,  24, 125,  22133.666,   52140,    6310
 54,   30,   3,  57,  67,   0,  24, 125,  22172.000,   52960,    2540
 55,   30,   3,  76,  67,   0,  24, 165,  23224.666,   39950,    9410
 56,   36,   3,  59,  65,   1,  26, 120,  20195.666,   56670,    4440
 57,   39,   3,  82,  71,   2,  26,  94,  25922.000,   50850,    4100
 58,   36,   3,  82,  65,   1,  26, 120,  21716.666,   43310,    6180
 59,   36,   3,  82,  65,   1,  26, 120,  22220.666,   39210,    5940
 60,   39,   4,  65,  65,   1,  24, 135,  20749.666,   51860,    3400
 61,   33,   3,  57,  69,   1,  26, 135,  18710.000,   37550,    4120
 62,   33,   3,  57,  69,   1,  26, 135,  25254.000,   50550,    6030
 63,   33,   3,  65,  65,   1,  24, 135,  21935.000,   36580,    7930
 64,   36,   3,  67,  71,   1,  24, 135,  20192.334,   36950,    4550
 65,   31,   3,  67,  67,   1,  22,  94,  20422.000,   34900,    4900
 66,   36,   3,  67,  67,   1,  24, 135,  22824.334,   43430,    2880
 67,   36,   3,  67,  67,   1,  22,  94,  22058.000,   44440,    5640
 68,   30,   3,  57,  69,   2,  24, 140,  21622.334,   57210,    5520
 69,   34,   2,  67,  69,   2,  22, 135,  18212.666,   47320,    6260
 70,   30,   3,  67,  69,   2,  24, 140,  24910.666,   61090,    5650
 71,   30,   3,  57,  69,   2,  22, 135,  23365.666,   48200,    6470
 72,   34,   2,  82,  67,   0,  24, 125,  19584.666,   42230,    5510
 73,   36,   3,  61,  71,   1,  24, 140,  21271.334,   37660,    4610
 74,   34,   3,  61,  71,   1,  24, 125,  21990.334,   42120,    8370
